Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
  0.00      0.01     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::deallocate(unsigned long*, unsigned long long)
  0.00      0.01     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::allocate(unsigned long long, void const*)
  0.00      0.01     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::new_allocator(__gnu_cxx::new_allocator<unsigned long> const&)
  0.00      0.01     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<char>::max_size() const
  0.00      0.01     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::max_size() const
  0.00      0.01     0.00        2     0.00     0.00  std::_Deque_base<std::function<void ()>, std::allocator<std::function<void ()> > >::_M_get_Tp_allocator() const
  0.00      0.01     0.00        2     0.00     0.00  std::_Deque_base<std::function<void ()>, std::allocator<std::function<void ()> > >::_M_get_map_allocator() const
  0.00      0.01     0.00        2     0.00     0.00  std::_Bit_iterator::operator+(long long) const
  0.00      0.01     0.00        2     0.00     0.00  std::initializer_list<bool>::begin() const
  0.00      0.01     0.00        2     0.00     0.00  std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_data() const
  0.00      0.01     0.00        2     0.00     0.00  std::allocator<std::function<void ()>*>::allocator<std::function<void ()> >(std::allocator<std::function<void ()> > const&)
  0.00      0.01     0.00        2     0.00     0.00  std::allocator<std::function<void ()>*>::~allocator()
  0.00      0.01     0.00        2     0.00     0.00  std::allocator<bool>::allocator()
  0.00      0.01     0.00        2     0.00     0.00  std::allocator<bool>::~allocator()
  0.00      0.01     0.00        2     0.00     0.00  std::allocator<unsigned long>::allocator<bool>(std::allocator<bool> const&)
  0.00      0.01     0.00        2     0.00     0.00  std::allocator<unsigned long>::allocator(std::allocator<unsigned long> const&)
  0.00      0.01     0.00        2     0.00     0.00  std::allocator<unsigned long>::~allocator()
  0.00      0.01     0.00        2     0.00     0.00  std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int)
  0.00      0.01     0.00        2     0.00     0.00  std::_Bit_iterator::operator+=(long long)
  0.00      0.01     0.00        2     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_M_allocate(unsigned long long)
  0.00      0.01     0.00        2     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl(std::allocator<unsigned long> const&)
  0.00      0.01     0.00        2     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_M_get_Bit_allocator()
  0.00      0.01     0.00        2     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_Bvector_base(std::allocator<bool> const&)
  0.00      0.01     0.00        2     0.00     0.00  std::_Deque_iterator<std::function<void ()>, std::function<void ()>&, std::function<void ()>*>::_Deque_iterator()
  0.00      0.01     0.00        2     0.00     0.00  std::allocator_traits<std::allocator<unsigned long> >::deallocate(std::allocator<unsigned long>&, unsigned long*, unsigned long long)
  0.00      0.01     0.00        2     0.00     0.00  std::allocator_traits<std::allocator<unsigned long> >::allocate(std::allocator<unsigned long>&, unsigned long long)
  0.00      0.01     0.00        2     0.00     0.00  std::_Bit_iterator_base::_M_incr(long long)
  0.00      0.01     0.00        2     0.00     0.00  std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long long)
  0.00      0.01     0.00        2     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_get_allocator()
  0.00      0.01     0.00        2     0.00     0.00  bool const* std::__miter_base<bool const*>(bool const*)
  0.00      0.01     0.00        2     0.00     0.00  bool const* std::__niter_base<bool const*>(bool const*)
  0.00      0.01     0.00        1     0.00     0.00  ThreadPool::stop()
  0.00      0.01     0.00        1     0.00     0.00  ThreadPool::start(unsigned int)
  0.00      0.01     0.00        1     0.00     0.00  ThreadPool::ThreadPool(unsigned int)
  0.00      0.01     0.00        1     0.00     0.00  ThreadPool::~ThreadPool()
  0.00      0.01     0.00        1     0.00     0.00  DynamicGrid<bool>::DynamicGrid(unsigned int, unsigned int, unsigned int)
  0.00      0.01     0.00        1     0.00     0.00  DynamicGrid<bool>::DynamicGrid()
  0.00      0.01     0.00        1     0.00     0.00  DynamicGrid<bool>::operator=(DynamicGrid<bool>&&)
  0.00      0.01     0.00        1     0.00     0.00  RaycastEngine::set_camera_position(trig::Vector2<float> const&)
  0.00      0.01     0.00        1     0.00     0.00  RaycastEngine::RaycastEngine(unsigned int, unsigned int)
  0.00      0.01     0.00        1     0.00     0.00  RaycastEngine::~RaycastEngine()
  0.00      0.01     0.00        1     0.00     0.00  sf::String::~String()
  0.00      0.01     0.00        1     0.00     0.00  World::update()
  0.00      0.01     0.00        1     0.00     0.00  World::World(int, int, int)
  0.00      0.01     0.00        1     0.00     0.00  World::~World()
  0.00      0.01     0.00        1     0.00     0.00  Camera::Camera()
  0.00      0.01     0.00        1     0.00     0.00  MyWorld::MyWorld(int, int, int)
  0.00      0.01     0.00        1     0.00     0.00  MyWorld::~MyWorld()
  0.00      0.01     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::function<void ()>*>::deallocate(std::function<void ()>**, unsigned long long)
  0.00      0.01     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::function<void ()>*>::allocate(unsigned long long, void const*)
  0.00      0.01     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::thread>::new_allocator()
  0.00      0.01     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::thread>::~new_allocator()
  0.00      0.01     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::function<void ()> >::new_allocator()
  0.00      0.01     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::function<void ()> >::~new_allocator()
  0.00      0.01     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<char>::deallocate(char*, unsigned long long)
  0.00      0.01     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<char>::allocate(unsigned long long, void const*)
  0.00      0.01     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<unsigned int>::deallocate(unsigned int*, unsigned long long)
  0.00      0.01     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<unsigned int>::~new_allocator()
  0.00      0.01     0.00        1     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<unsigned long>, unsigned long>::_S_propagate_on_move_assign()
  0.00      0.01     0.00        1     0.00     0.00  bool __gnu_cxx::__is_null_pointer<char const>(char const*)
  0.00      0.01     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::function<void ()>*>::max_size() const
  0.00      0.01     0.00        1     0.00     0.00  std::initializer_list<bool>::end() const
  0.00      0.01     0.00        1     0.00     0.00  std::initializer_list<bool>::size() const
  0.00      0.01     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_is_local() const
  0.00      0.01     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() const
  0.00      0.01     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_get_allocator() const
  0.00      0.01     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::max_size() const
  0.00      0.01     0.00        1     0.00     0.00  std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_is_local() const
  0.00      0.01     0.00        1     0.00     0.00  std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_local_data() const
  0.00      0.01     0.00        1     0.00     0.00  std::allocator<std::thread>::allocator()
  0.00      0.01     0.00        1     0.00     0.00  std::allocator<std::thread>::~allocator()
  0.00      0.01     0.00        1     0.00     0.00  std::allocator<std::function<void ()> >::allocator()
  0.00      0.01     0.00        1     0.00     0.00  std::allocator<std::function<void ()> >::~allocator()
  0.00      0.01     0.00        1     0.00     0.00  std::allocator<unsigned int>::~allocator()
  0.00      0.01     0.00        1     0.00     0.00  std::allocator<unsigned long>::allocator()
  0.00      0.01     0.00        1     0.00     0.00  std::_Deque_base<std::function<void ()>, std::allocator<std::function<void ()> > >::_Deque_impl::_Deque_impl()
  0.00      0.01     0.00        1     0.00     0.00  std::_Deque_base<std::function<void ()>, std::allocator<std::function<void ()> > >::_Deque_impl::~_Deque_impl()
  0.00      0.01     0.00        1     0.00     0.00  std::_Deque_base<std::function<void ()>, std::allocator<std::function<void ()> > >::_M_allocate_map(unsigned long long)
  0.00      0.01     0.00        1     0.00     0.00  std::_Deque_base<std::function<void ()>, std::allocator<std::function<void ()> > >::_M_create_nodes(std::function<void ()>**, std::function<void ()>**)
  0.00      0.01     0.00        1     0.00     0.00  std::_Deque_base<std::function<void ()>, std::allocator<std::function<void ()> > >::_M_destroy_nodes(std::function<void ()>**, std::function<void ()>**)
  0.00      0.01     0.00        1     0.00     0.00  std::_Deque_base<std::function<void ()>, std::allocator<std::function<void ()> > >::_M_deallocate_map(std::function<void ()>**, unsigned long long)
  0.00      0.01     0.00        1     0.00     0.00  std::_Deque_base<std::function<void ()>, std::allocator<std::function<void ()> > >::_M_initialize_map(unsigned long long)
  0.00      0.01     0.00        1     0.00     0.00  std::_Deque_base<std::function<void ()>, std::allocator<std::function<void ()> > >::_Deque_base()
  0.00      0.01     0.00        1     0.00     0.00  std::_Deque_base<std::function<void ()>, std::allocator<std::function<void ()> > >::~_Deque_base()
  0.00      0.01     0.00        1     0.00     0.00  std::_Bit_iterator std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<bool const*, std::_Bit_iterator>(bool const*, bool const*, std::_Bit_iterator)
  0.00      0.01     0.00        1     0.00     0.00  std::char_traits<char>::copy(char*, char const*, unsigned long long)
  0.00      0.01     0.00        1     0.00     0.00  std::char_traits<char>::assign(char&, char const&)
  0.00      0.01     0.00        1     0.00     0.00  std::char_traits<char>::length(char const*)
  0.00      0.01     0.00        1     0.00     0.00  void std::_Destroy_aux<false>::__destroy<std::function<void ()>*>(std::function<void ()>*, std::function<void ()>*)
  0.00      0.01     0.00        1     0.00     0.00  std::_Vector_base<std::thread, std::allocator<std::thread> >::_Vector_impl::_Vector_impl()
  0.00      0.01     0.00        1     0.00     0.00  std::_Vector_base<std::thread, std::allocator<std::thread> >::_Vector_impl::~_Vector_impl()
  0.00      0.01     0.00        1     0.00     0.00  std::_Vector_base<std::thread, std::allocator<std::thread> >::_Vector_base()
  0.00      0.01     0.00        1     0.00     0.00  std::_Vector_base<std::thread, std::allocator<std::thread> >::~_Vector_base()
  0.00      0.01     0.00        1     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_M_move_data(std::_Bvector_base<std::allocator<bool> >&&)
  0.00      0.01     0.00        1     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl()
  0.00      0.01     0.00        1     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_M_move_data(std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data&&)
  0.00      0.01     0.00        1     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_Bvector_base()
  0.00      0.01     0.00        1     0.00     0.00  std::pointer_traits<char const*>::pointer_to(char const&)
  0.00      0.01     0.00        1     0.00     0.00  std::pointer_traits<unsigned int const*>::pointer_to(unsigned int const&)
  0.00      0.01     0.00        1     0.00     0.00  std::pointer_traits<char*>::pointer_to(char&)
  0.00      0.01     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<std::function<void ()>*> >::deallocate(std::allocator<std::function<void ()>*>&, std::function<void ()>**, unsigned long long)
  0.00      0.01     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<std::function<void ()>*> >::allocate(std::allocator<std::function<void ()>*>&, unsigned long long)
  0.00      0.01     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<char> >::deallocate(std::allocator<char>&, char*, unsigned long long)
  0.00      0.01     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<char> >::allocate(std::allocator<char>&, unsigned long long)
  0.00      0.01     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<char> >::max_size(std::allocator<char> const&)
  0.00      0.01     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<unsigned int> >::deallocate(std::allocator<unsigned int>&, unsigned int*, unsigned long long)
  0.00      0.01     0.00        1     0.00     0.00  std::deque<std::function<void ()>, std::allocator<std::function<void ()> > >::_M_destroy_data(std::_Deque_iterator<std::function<void ()>, std::function<void ()>&, std::function<void ()>*>, std::_Deque_iterator<std::function<void ()>, std::function<void ()>&, std::function<void ()>*>, std::allocator<std::function<void ()> > const&)
  0.00      0.01     0.00        1     0.00     0.00  std::deque<std::function<void ()>, std::allocator<std::function<void ()> > >::_M_destroy_data_aux(std::_Deque_iterator<std::function<void ()>, std::function<void ()>&, std::function<void ()>*>, std::_Deque_iterator<std::function<void ()>, std::function<void ()>&, std::function<void ()>*>)
  0.00      0.01     0.00        1     0.00     0.00  std::deque<std::function<void ()>, std::allocator<std::function<void ()> > >::deque()
  0.00      0.01     0.00        1     0.00     0.00  std::deque<std::function<void ()>, std::allocator<std::function<void ()> > >::~deque()
  0.00      0.01     0.00        1     0.00     0.00  std::queue<std::function<void ()>, std::deque<std::function<void ()>, std::allocator<std::function<void ()> > > >::queue<std::deque<std::function<void ()>, std::allocator<std::function<void ()> > >, void>()
  0.00      0.01     0.00        1     0.00     0.00  std::queue<std::function<void ()>, std::deque<std::function<void ()>, std::allocator<std::function<void ()> > > >::~queue()
  0.00      0.01     0.00        1     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::vector()
  0.00      0.01     0.00        1     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::~vector()
  0.00      0.01     0.00        1     0.00     0.00  void std::vector<bool, std::allocator<bool> >::_M_initialize_range<bool const*>(bool const*, bool const*, std::forward_iterator_tag)
  0.00      0.01     0.00        1     0.00     0.00  std::vector<bool, std::allocator<bool> >::_M_initialize_value(bool)
  0.00      0.01     0.00        1     0.00     0.00  std::vector<bool, std::allocator<bool> >::vector(std::initializer_list<bool>, std::allocator<bool> const&)
  0.00      0.01     0.00        1     0.00     0.00  std::vector<bool, std::allocator<bool> >::vector()
  0.00      0.01     0.00        1     0.00     0.00  std::vector<bool, std::allocator<bool> >::vector(unsigned long long, bool const&, std::allocator<bool> const&)
  0.00      0.01     0.00        1     0.00     0.00  std::vector<bool, std::allocator<bool> >::operator=(std::vector<bool, std::allocator<bool> >&&)
  0.00      0.01     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_destroy(unsigned long long)
  0.00      0.01     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_dispose()
  0.00      0.01     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_capacity(unsigned long long)
  0.00      0.01     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::_Alloc_hider(char*, std::allocator<char> const&)
  0.00      0.01     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::~_Alloc_hider()
  0.00      0.01     0.00        1     0.00     0.00  void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*)
  0.00      0.01     0.00        1     0.00     0.00  void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)
  0.00      0.01     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data()
  0.00      0.01     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_set_length(unsigned long long)
  0.00      0.01     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy_chars(char*, char const*, char const*)
  0.00      0.01     0.00        1     0.00     0.00  void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct_aux<char const*>(char const*, char const*, std::__false_type)
  0.00      0.01     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data(char*)
  0.00      0.01     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy(char*, char const*, unsigned long long)
  0.00      0.01     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_create(unsigned long long&, unsigned long long)
  0.00      0.01     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_length(unsigned long long)
  0.00      0.01     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(char const*, std::allocator<char> const&)
  0.00      0.01     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string()
  0.00      0.01     0.00        1     0.00     0.00  std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_destroy(unsigned long long)
  0.00      0.01     0.00        1     0.00     0.00  std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_dispose()
  0.00      0.01     0.00        1     0.00     0.00  std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_Alloc_hider::~_Alloc_hider()
  0.00      0.01     0.00        1     0.00     0.00  std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_get_allocator()
  0.00      0.01     0.00        1     0.00     0.00  std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::~basic_string()
  0.00      0.01     0.00        1     0.00     0.00  std::iterator_traits<bool const*>::difference_type std::__distance<bool const*>(bool const*, bool const*, std::random_access_iterator_tag)
  0.00      0.01     0.00        1     0.00     0.00  std::iterator_traits<char const*>::difference_type std::__distance<char const*>(char const*, char const*, std::random_access_iterator_tag)
  0.00      0.01     0.00        1     0.00     0.00  char const* std::__addressof<char const>(char const&)
  0.00      0.01     0.00        1     0.00     0.00  unsigned int const* std::__addressof<unsigned int const>(unsigned int const&)
  0.00      0.01     0.00        1     0.00     0.00  char* std::__addressof<char>(char&)
  0.00      0.01     0.00        1     0.00     0.00  std::_Bit_iterator std::__niter_base<std::_Bit_iterator>(std::_Bit_iterator)
  0.00      0.01     0.00        1     0.00     0.00  std::_Bit_iterator std::__copy_move_a<false, bool const*, std::_Bit_iterator>(bool const*, bool const*, std::_Bit_iterator)
  0.00      0.01     0.00        1     0.00     0.00  std::_Bit_iterator std::__copy_move_a2<false, bool const*, std::_Bit_iterator>(bool const*, bool const*, std::_Bit_iterator)
  0.00      0.01     0.00        1     0.00     0.00  void std::__alloc_on_move<std::allocator<unsigned long> >(std::allocator<unsigned long>&, std::allocator<unsigned long>&)
  0.00      0.01     0.00        1     0.00     0.00  void std::__do_alloc_on_move<std::allocator<unsigned long> >(std::allocator<unsigned long>&, std::allocator<unsigned long>&, std::integral_constant<bool, true>)
  0.00      0.01     0.00        1     0.00     0.00  std::iterator_traits<bool const*>::iterator_category std::__iterator_category<bool const*>(bool const* const&)
  0.00      0.01     0.00        1     0.00     0.00  std::iterator_traits<char const*>::iterator_category std::__iterator_category<char const*>(char const* const&)
  0.00      0.01     0.00        1     0.00     0.00  std::_Bit_iterator std::copy<bool const*, std::_Bit_iterator>(bool const*, bool const*, std::_Bit_iterator)
  0.00      0.01     0.00        1     0.00     0.00  std::remove_reference<std::_Bvector_base<std::allocator<bool> >::_Bvector_impl&>::type&& std::move<std::_Bvector_base<std::allocator<bool> >::_Bvector_impl&>(std::_Bvector_base<std::allocator<bool> >::_Bvector_impl&)
  0.00      0.01     0.00        1     0.00     0.00  std::remove_reference<std::allocator<unsigned long>&>::type&& std::move<std::allocator<unsigned long>&>(std::allocator<unsigned long>&)
  0.00      0.01     0.00        1     0.00     0.00  std::remove_reference<std::vector<bool, std::allocator<bool> >&>::type&& std::move<std::vector<bool, std::allocator<bool> >&>(std::vector<bool, std::allocator<bool> >&)
  0.00      0.01     0.00        1     0.00     0.00  void std::_Destroy<std::function<void ()>*>(std::function<void ()>*, std::function<void ()>*)
  0.00      0.01     0.00        1     0.00     0.00  void std::_Destroy<std::function<void ()>*, std::function<void ()> >(std::function<void ()>*, std::function<void ()>*, std::allocator<std::function<void ()> >&)
  0.00      0.01     0.00        1     0.00     0.00  std::iterator_traits<bool const*>::difference_type std::distance<bool const*>(bool const*, bool const*)
  0.00      0.01     0.00        1     0.00     0.00  std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*)
  0.00      0.01     0.00        1     0.00     0.00  char const* std::addressof<char const>(char const&)
  0.00      0.01     0.00        1     0.00     0.00  unsigned int const* std::addressof<unsigned int const>(unsigned int const&)
  0.00      0.01     0.00        1     0.00     0.00  char* std::addressof<char>(char&)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2018 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 100.00% of 0.01 seconds

index % time    self  children    called     name
[1]    100.0    0.00    0.01  124609+30940   <cycle 1 as a whole> [1]
                0.00    0.01     293             RaycastEngine::multi_render(sf::RenderWindow&) <cycle 1> [3]
                0.00    0.00  122059             main <cycle 1> [101]
                0.00    0.00    8607             std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count() <cycle 1> [208]
                0.00    0.00    4272             std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() <cycle 1> [228]
                0.00    0.00    2569             std::__shared_ptr<std::__future_base::_State_baseV2, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr() <cycle 1> [269]
                0.00    0.00    2558             std::shared_ptr<std::__future_base::_State_baseV2>::~shared_ptr() <cycle 1> [274]
                0.00    0.00    1721             std::__basic_future<sf::Image>::~__basic_future() <cycle 1> [317]
                0.00    0.00    1718             std::future<sf::Image>::~future() <cycle 1> [323]
                0.00    0.00     879             void std::_Destroy<std::future<sf::Image> >(std::future<sf::Image>*) <cycle 1> [392]
                0.00    0.00     878             std::__shared_ptr<std::__future_base::_State_baseV2, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr() <cycle 1> [394]
                0.00    0.00     873             std::__shared_ptr<std::__future_base::_State_baseV2, (__gnu_cxx::_Lock_policy)2>::reset() <cycle 1> [405]
                0.00    0.00     872             std::future<sf::Image>::get() <cycle 1> [412]
                0.00    0.00     862             void std::allocator_traits<std::allocator<std::packaged_task<sf::Image ()> > >::destroy<std::packaged_task<sf::Image ()> >(std::allocator<std::packaged_task<sf::Image ()> >&, std::packaged_task<sf::Image ()>*) <cycle 1> [446]
                0.00    0.00     858             std::__basic_future<sf::Image>::_Reset::~_Reset() <cycle 1> [458]
                0.00    0.00     857             void __gnu_cxx::new_allocator<std::packaged_task<sf::Image ()> >::destroy<std::packaged_task<sf::Image ()> >(std::packaged_task<sf::Image ()>*) <cycle 1> [462]
                0.00    0.00     851             std::packaged_task<sf::Image ()>::~packaged_task() <cycle 1> [473]
                0.00    0.00     847             std::shared_ptr<std::__future_base::_Task_state_base<sf::Image ()> >::~shared_ptr() <cycle 1> [481]
                0.00    0.00     843             std::__shared_ptr<std::__future_base::_Task_state_base<sf::Image ()>, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr() <cycle 1> [489]
                0.00    0.00     787             std::_Sp_counted_ptr_inplace<std::packaged_task<sf::Image ()>, std::allocator<std::packaged_task<sf::Image ()> >, (__gnu_cxx::_Lock_policy)2>::_M_dispose() <cycle 1> [520]
                0.00    0.00     586             void std::_Destroy<std::future<sf::Image>*, std::future<sf::Image> >(std::future<sf::Image>*, std::future<sf::Image>*, std::allocator<std::future<sf::Image> >&) <cycle 1> [535]
                0.00    0.00     586             void std::_Destroy<std::future<sf::Image>*>(std::future<sf::Image>*, std::future<sf::Image>*) <cycle 1> [534]
                0.00    0.00     586             void std::_Destroy_aux<false>::__destroy<std::future<sf::Image>*>(std::future<sf::Image>*, std::future<sf::Image>*) <cycle 1> [530]
                0.00    0.00     293             std::vector<std::future<sf::Image>, std::allocator<std::future<sf::Image> > >::~vector() <cycle 1> [562]
                0.00    0.00     293             std::vector<std::future<sf::Image>, std::allocator<std::future<sf::Image> > >::reserve(unsigned long long) <cycle 1> [560]
                0.00    0.00       1             World::update() <cycle 1> [757]
-----------------------------------------------
                0.01    0.00     873/873         RaycastEngine::multi_render(sf::RenderWindow&) <cycle 1> [3]
[2]    100.0    0.01    0.00     873         __gnu_cxx::__normal_iterator<std::future<sf::Image>*, std::vector<std::future<sf::Image>, std::allocator<std::future<sf::Image> > > >::operator++() [2]
-----------------------------------------------
                                 293             World::update() <cycle 1> [757]
[3]    100.0    0.00    0.01     293         RaycastEngine::multi_render(sf::RenderWindow&) <cycle 1> [3]
                0.01    0.00     873/873         __gnu_cxx::__normal_iterator<std::future<sf::Image>*, std::vector<std::future<sf::Image>, std::allocator<std::future<sf::Image> > > >::operator++() [2]
                0.00    0.00    1169/1169        bool __gnu_cxx::operator!=<std::future<sf::Image>*, std::vector<std::future<sf::Image>, std::allocator<std::future<sf::Image> > > >(__gnu_cxx::__normal_iterator<std::future<sf::Image>*, std::vector<std::future<sf::Image>, std::allocator<std::future<sf::Image> > > > const&, __gnu_cxx::__normal_iterator<std::future<sf::Image>*, std::vector<std::future<sf::Image>, std::allocator<std::future<sf::Image> > > > const&) [386]
                0.00    0.00    1160/1161        sf::Sprite::~Sprite() [387]
                0.00    0.00     874/1715        __gnu_cxx::__normal_iterator<std::future<sf::Image>*, std::vector<std::future<sf::Image>, std::allocator<std::future<sf::Image> > > >::operator*() const [330]
                0.00    0.00     858/858         sf::Rect<int>::Rect() [454]
                0.00    0.00     841/1693        std::remove_reference<std::future<sf::Image>&>::type&& std::move<std::future<sf::Image>&>(std::future<sf::Image>&) [357]
                0.00    0.00     840/840         std::future<sf::Image>& std::vector<std::future<sf::Image>, std::allocator<std::future<sf::Image> > >::emplace_back<std::future<sf::Image> >(std::future<sf::Image>&&) [497]
                0.00    0.00     293/293         ThreadPool::number_of_threads() const [542]
                0.00    0.00     293/293         std::vector<std::future<sf::Image>, std::allocator<std::future<sf::Image> > >::vector() [561]
                0.00    0.00     293/293         std::vector<std::future<sf::Image>, std::allocator<std::future<sf::Image> > >::begin() [559]
                0.00    0.00     293/1139        std::vector<std::future<sf::Image>, std::allocator<std::future<sf::Image> > >::end() [388]
                0.00    0.00     236/237         sf::ContextSettings::ContextSettings(unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, bool) [572]
                                 872             std::future<sf::Image>::get() <cycle 1> [412]
                                 867             main <cycle 1> [101]
                                 839             std::future<sf::Image>::~future() <cycle 1> [323]
